"","X","cohort","task_version","sequence","SOT_trial","SOT_jitter","SOT_cueOn","SOT_cueOff","SOT_predOn","SOT_predResp","SOT_stimOn","SOT_stimOff","SOT_vasOn_1","SOT_vasOn_2","SOT_vasOn_3","SOT_vasOff_1","SOT_vasOff_2","SOT_vasOff_3","SOT_iti","predResp","predRT","predAcc","stim","targetT_1","targetT_2","targetT_3","targetT_4","targetT_5","vasYN","vasResp_1","vasResp_2","vasResp_3","vasRT_1","vasRT_2","vasRT_3","jitterDuration","stimDuration","itiDuration","trialDuration","trialValidity_1","trialValidity_2","trialValidity_3","trialValidity_4","trialSuccess","trial","condition","block_type","cue","trial_type","desired_prob","actual_prob","block_volatility","outcome","cue_prediction","blockwise_trial","blockNumber","location","expected","mu1","mu2","mu3","sa1","sa2","sa3","mu1hat","mu2hat","mu3hat","sa1hat","sa2hat","sa3hat","weight_v_1","weight_v_2","weight_v_3","weight_w_1","weight_w_2","volatility_pe1","volatility_pe2","volatility_pe3","update_ud_1","update_ud_2","update_ud_3","pweights_on_pe1","pweights_on_pe2","pweights_on_pe3","pwpe1","pwpe2","pwpe3","learn_rate1","learn_rate2","learn_rate3","burnbeta","coldbeta","warmbeta","u","predResp2"
"80",10790,1,2,1,1053.95732520008,1054.67477630009,1054.01070950006,1054.64157820004,1054.8088619,1056.96794910007,1058.74317140004,1063.85098610003,1063.85125130008,1065.17152800004,1066.86918670009,1065.17090380006,1066.86881750007,1068.01671980007,1071.05100580002,"warm",2.15908720006701,"TGI","TGI",38,22,38,22,38,1,3.55902777777778,5.64236111111111,0,1.21294170001056,1.54352029995061,1.01384169992525,0.103268497284248,5.10781469999347,1.6627774104631,18.7564580104003,1,1,1,1,1,80,7,1,"high-tone",3,0.18,0.2,1,2,0,1007,3,1,"TGI",0.38679,-1.2291,1,0,0.79058,1.1983,0.20175,-1.3754,1,0.16105,0.90592,1.1983,NA,0.14365,0.0024788,NA,0.15856,0.18504,-0.1037,0,0.18504,0.14629,0,NA,0.79058,1.3227,NA,0.14629,-0.13716,0.15324,0.79058,0,0,0.0355902777777778,0.0564236111111111,0.386792452830189,0
"81",10791,1,2,1,1072.72866000002,1073.49725380004,1072.78352870001,1073.463429,1073.6311462,1075.77565350011,1077.53119770007,1082.64228250005,1082.64263540006,1084.18910220009,1085.77945040003,1084.18871500005,1085.77907830011,1087.28118140006,1087.29106640001,"cold",2.14450730010867,"Wrong","warm",32,38,38,38,32,1,0.868055555555556,7.8125,0,1.44759700004943,1.41692939994391,1.3594494999852,0.119830891677613,5.11108479998074,1.52460194966792,16.0870083496537,1,1,1,1,1,81,3,2,"low-tone",2,0.18,0.2,1,1,2,6,3,2,"UE",1,-0.60795,1,0,0.80288,1.2008,0.22634,-1.2291,1,0.17511,0.93423,1.2008,NA,0.14365,0.0024788,NA,0.15376,0.77366,0.27241,0,0.77366,0.62116,0,NA,0.80288,1.2853,NA,0.62116,0.35014,0.1949,0.80288,0,0,0.00868055555555556,0.078125,1,0
"82",10792,1,2,1,1088.83282240003,1089.60511170002,1088.89296000008,1089.58941010002,1089.80194380006,1092.19919980003,1093.95528540004,1099.06638990005,1099.06667070009,1100.37627120002,1101.55253040011,1100.37584720005,1101.55189920007,1103.83571360004,1103.8478623,"warm",2.39725599996746,"Wrong","cold",32,22,22,32,32,1,0,17.8819444444444,0,1.12916689994745,0.967243600054644,2.14343160006683,0.183021597885869,5.11110450001433,1.30526553802536,16.3203054379939,1,1,1,1,1,82,4,2,"high-tone",2,0.18,0.2,1,0,2,7,3,2,"UE",1,-0.10398,1,0,0.77836,1.2033,0.35253,-0.60795,1,0.22825,0.94653,1.2033,NA,0.14365,0.0024788,NA,0.15176,0.64747,0.09067,0,0.64747,0.50397,0,NA,0.77836,1.2712,NA,0.50397,0.11526,0.231,0.77836,0,0,0,0.178819444444444,1,0
"83",10793,1,2,1,1105.16815410007,1105.94563460001,1105.2170834,1105.92916630011,1106.1284088,1108.4317794001,1110.19675500004,1115.30736660003,1115.30765010009,1118.52042010007,1119.77143330011,1118.51998600003,1119.77079900005,1122.42919310008,1122.43911400007,"cold",2.30337060010061,"TGI","TGI",38,22,38,22,38,1,20.7465277777778,21.3541666666667,2.60416666666667,3.07998639997095,1.08765120001044,2.54527390003204,0.168195038327263,5.11061159998644,1.6653937700024,18.936353669996,1,1,1,1,1,83,6,1,"low-tone",3,0.18,0.2,1,2,0,1008,3,2,"TGI",0.50722,-0.079097,1,0,0.74967,1.2057,0.47403,-0.10398,1,0.24933,0.92201,1.2057,NA,0.14365,0.0024788,NA,0.1558,0.033187,-0.18624,0,0.033187,0.02488,0,NA,0.74967,1.3077,NA,0.02488,-0.24355,0.23005,0.74967,0,0.0260416666666667,0.207465277777778,0.213541666666667,0.507216494845361,0
"84",10794,1,2,1,1124.1197408,1124.88501110009,1124.17141310009,1124.8687317,1125.0855552,1127.60758810001,1129.33753990009,1134.44669800007,1134.44698050001,1138.64935880003,1140.49731920008,1138.64887530007,1140.49694360001,1142.18104400008,1142.19149910007,"warm",2.52203290001489,"TGI","TGI",38,22,38,22,38,1,9.63541666666667,13.4548611111111,3.90625,3.77612960000988,1.72290239995345,1.4404729999369,0.174608681726786,5.10915809997823,1.05703419538394,19.1287924954499,1,1,1,1,1,84,6,2,"low-tone",3,0.18,0.2,1,2,2,1009,3,2,"TGI",0.58271,-0.0042482,1,0,0.73044,1.2082,0.48024,-0.079097,1,0.24961,0.89332,1.2082,NA,0.14365,0.0024788,NA,0.1608,0.10247,-0.17605,0,0.10247,0.074849,0,NA,0.73044,1.3525,NA,0.074849,-0.23811,0.22326,0.73044,0,0.0390625,0.0963541666666667,0.134548611111111,0.582706766917293,1
"85",10795,1,2,1,1143.26485600008,1144.04147200007,1143.32985440001,1144.00918310008,1144.25851030007,1146.49537230004,1148.24268780008,1153.3528461,1153.35312760004,1157.49789290002,1159.10605960002,1157.49726510001,1159.10544710001,1160.47571380006,1163.51340350008,"cold",2.23686199996155,"Wrong","warm",32,38,38,38,32,1,16.2326388888889,7.03125,0,4.04632850002963,1.46379449998494,1.20539669995196,0.192636730233097,5.11015829991084,1.90555141576753,22.1540989157669,1,1,1,1,1,85,2,2,"high-tone",1,0.18,0.2,1,1,2,8,3,2,"E",0,-0.36215,1,0,0.71734,1.2107,0.49894,-0.0042482,1,0.25,0.87409,1.2107,NA,0.14365,0.0024788,NA,0.16434,-0.49894,-0.032784,0,-0.49894,-0.35791,0,NA,0.71734,1.3851,NA,-0.35791,-0.045409,0.21562,0.71734,0,0,0.162326388888889,0.0703125,0,1
"86",10796,1,2,1,1165.43443940009,1166.21269740001,1165.48139850004,1166.1787370001,1166.37542950001,1168.91913030006,1170.64778850006,1175.75750740001,NA,NA,NA,NA,NA,NA,1175.77369160007,"cold",2.54370080004446,"Right","cold",32,32,32,22,22,0,NA,NA,NA,NA,NA,NA,0.149222108977959,5.10971889994107,1.54550867375305,11.8847608737307,1,0,0,0,1,86,1,2,"low-tone",1,0.18,0.2,1,0,2,9,3,3,"E",0,-0.65461,1,0,0.71253,1.2132,0.41044,-0.36215,1,0.24198,0.86098,1.2132,NA,0.14365,0.0024788,NA,0.16684,-0.41044,-0.073081,0,-0.41044,-0.29245,0,NA,0.71253,1.4091,NA,-0.29245,-0.10297,0.20028,0.71253,0,NA,NA,NA,0,0
"87",10797,1,2,1,1177.33824010007,1178.05607110006,1177.39197750005,1178.02405100001,1178.23982620006,1178.24036300008,1179.99167760008,1185.10222640005,NA,NA,NA,NA,NA,NA,1185.1183038,"warm",0.000536800012923777,"Right","warm",38,38,38,32,32,0,NA,NA,NA,NA,NA,NA,0.146333264540434,5.11054879997391,1.47974877439626,9.25981247432717,1,0,0,0,1,87,2,2,"high-tone",1,0.18,0.2,1,1,2,10,3,3,"E",0,-0.90008,1,0,0.71787,1.2157,0.34195,-0.65461,1,0.22502,0.85618,1.2157,NA,0.14365,0.0024788,NA,0.16778,-0.34195,-0.091154,0,-0.34195,-0.24548,0,NA,0.71787,1.4199,NA,-0.24548,-0.12943,0.18309,0.71787,0,NA,NA,NA,0,0
"88",10798,1,2,1,1282.35042090004,1283.0970977,1282.39388850005,1283.08073610009,1283.26404230006,1285.05492250004,1286.79762750003,1291.90867550008,NA,NA,NA,NA,NA,NA,1291.9258349,"cold",1.79088019998744,"Right","cold",32,32,32,22,22,0,NA,NA,NA,NA,NA,NA,0.13493974096621,5.11104800004978,1.32773759079747,10.9031515907601,1,0,0,0,1,88,1,2,"low-tone",1,0.18,0.2,1,0,2,11,3,3,"E",0,-1.1116,1,0,0.73194,1.2181,0.28903,-0.90008,1,0.20549,0.86152,1.2181,NA,0.14365,0.0024788,NA,0.16673,-0.28903,-0.098459,0,-0.28903,-0.21155,0,NA,0.73194,1.4139,NA,-0.21155,-0.13921,0.1675,0.73194,0,NA,NA,NA,0,0
"89",10799,1,2,1,1293.26896870008,1294.00736440008,1293.3288876001,1293.96974770003,1294.2080332,1295.40699410008,1297.17608630005,1302.28621540009,1302.28649620002,1305.28005100007,1306.88047910004,1305.27937320003,1306.87976540008,1308.20854810008,1308.21781130007,"cold",1.19896090007387,"Right","cold",32,32,22,22,32,1,4.77430555555556,14.7569444444444,0.434027777777778,2.94680300005712,1.56963230005931,1.26484870002605,0.16571868183279,5.11012910003774,1.98583612321367,16.9346787232017,1,1,1,1,1,89,1,2,"low-tone",1,0.18,0.2,1,0,2,12,3,1,"E",0,-1.298,1,0,0.7528,1.2206,0.24757,-1.1116,1,0.18628,0.87558,1.2206,NA,0.14365,0.0024788,NA,0.16406,-0.24757,-0.10056,0,-0.24757,-0.18637,0,NA,0.7528,1.394,NA,-0.18637,-0.14019,0.15415,0.7528,0,0.00434027777777778,0.0477430555555556,0.147569444444444,0,0
"90",10800,1,2,1,1310.22190810007,1310.99808050005,1310.284094,1310.98144740006,1311.12734120002,1314.06328250002,1315.82624620001,1320.92520680011,NA,NA,NA,NA,NA,NA,1320.95910830004,"cold",2.93594130000565,"Right","cold",32,32,22,22,32,0,NA,NA,NA,NA,NA,NA,0.114862060664769,5.09896060009487,1.25998540912274,11.9971856090984,1,0,0,0,1,90,1,2,"low-tone",1,0.18,0.2,1,0,2,13,3,1,"E",0,-1.4651,1,0,0.77881,1.2231,0.2145,-1.298,1,0.16849,0.89645,1.2231,NA,0.14365,0.0024788,NA,0.16024,-0.2145,-0.10009,0,-0.2145,-0.16706,0,NA,0.77881,1.3644,NA,-0.16706,-0.13656,0.14282,0.77881,0,NA,NA,NA,0,0
"91",10801,1,2,1,1322.23431690002,1322.95763590001,1322.29549190006,1322.94095420011,1323.12490210007,1324.93564270006,1326.70988740004,1331.81977300008,1331.8200522,1334.37702730007,1336.2580250001,1334.37656440004,1336.25766350003,1338.20299160003,1338.21300010011,"warm",1.81074059999082,"Right","warm",38,38,38,32,32,1,5.98958333333333,19.0972222222222,1.38888888888889,2.49333029997069,1.82315840001684,1.90430449997075,0.138680284506914,5.10988560004625,1.47213908674946,17.4508222868322,1,1,1,1,1,91,2,2,"high-tone",1,0.18,0.2,1,1,2,14,3,1,"E",0,-1.6169,1,0,0.80872,1.2256,0.18769,-1.4651,1,0.15247,0.92246,1.2256,NA,0.14365,0.0024788,NA,0.15572,-0.18769,-0.098324,0,-0.18769,-0.15179,0,NA,0.80872,1.3286,NA,-0.15179,-0.13063,0.13315,0.80872,0,0.0138888888888889,0.0598958333333333,0.190972222222222,0,0
"92",10802,1,2,1,1339.70367850002,1340.48121480003,1339.76755540003,1340.46506420011,1340.66489320004,1341.89537320007,1343.65055310004,1348.76059960003,1348.76090690005,1351.46678910009,1352.71435410006,1351.46641270001,1352.71396790002,1353.88268150005,1353.89219530008,"warm",1.23048000002746,"Wrong","cold",32,22,22,32,32,1,3.81944444444444,15.0173611111111,0,2.69273479992989,1.20692300004885,1.05486369994469,0.163574682005342,5.11004649999086,1.17135386455988,15.3598706646189,1,1,1,1,1,92,4,2,"high-tone",2,0.18,0.2,1,0,2,15,3,1,"UE",1,-0.91466,1,0,0.84159,1.228,0.16564,-1.6169,1,0.1382,0.95236,1.228,NA,0.14365,0.0024788,NA,0.15083,0.83436,0.40143,0,0.83436,0.70219,0,NA,0.84159,1.2895,NA,0.70219,0.51763,0.16865,0.84159,0,0,0.0381944444444444,0.150173611111111,1,0
"93",10803,1,2,1,1355.07787740009,1355.82333840011,1355.12549710006,1355.80623570003,1356.02353410004,1358.31098830001,1360.05782370002,1365.16866530001,NA,NA,NA,NA,NA,NA,1365.18431280006,"cold",2.28745419997722,"Right","cold",32,32,32,22,22,0,NA,NA,NA,NA,NA,NA,0.176611063002216,5.11084159999155,1.65028272875539,11.7567181287236,1,0,0,0,1,93,1,2,"low-tone",1,0.18,0.2,1,0,2,16,3,1,"E",0,-1.1493,1,0,0.82021,1.2305,0.28605,-0.91466,1,0.20422,0.98524,1.2305,NA,0.14365,0.0024788,NA,0.1458,-0.28605,-0.11164,0,-0.28605,-0.23462,0,NA,0.82021,1.249,NA,-0.23462,-0.13943,0.18879,0.82021,0,NA,NA,NA,0,0
"94",10804,1,2,1,1366.84994280001,1367.55019410001,1366.90239010006,1367.53366130008,1367.71715070005,1369.63127470005,1371.3784709,1376.49572030001,NA,NA,NA,NA,NA,NA,1376.51190050005,"warm",1.91412400000263,"Right","warm",32,38,38,38,32,0,NA,NA,NA,NA,NA,NA,0.137673043155244,5.11724940000568,1.74821646430281,11.4101741643411,1,0,0,0,1,94,2,2,"high-tone",1,0.18,0.2,1,1,2,17,3,1,"E",0,-1.3465,1,0,0.81952,1.233,0.24062,-1.1493,1,0.18272,0.96385,1.233,NA,0.14365,0.0024788,NA,0.14903,-0.24062,-0.1094,0,-0.24062,-0.19719,0,NA,0.81952,1.2792,NA,-0.19719,-0.13995,0.16553,0.81952,0,NA,NA,NA,0,0
"95",10805,1,2,1,1378.2748747,1378.97682500002,1378.3290727,1378.9434148001,1379.10699700005,1381.95086780004,1383.6942728,1388.80499200011,NA,NA,NA,NA,NA,NA,1388.8219172,"cold",2.84387079998851,"Right","cold",32,32,22,22,32,0,NA,NA,NA,NA,NA,NA,0.11043034590175,5.11071920010727,1.53685857700524,12.0839010770001,1,0,0,0,1,95,1,2,"low-tone",1,0.18,0.2,1,0,2,18,3,1,"E",0,-1.5182,1,0,0.8319,1.2355,0.20645,-1.3465,1,0.16383,0.96317,1.2355,NA,0.14365,0.0024788,NA,0.14914,-0.20645,-0.10566,0,-0.20645,-0.17174,0,NA,0.8319,1.2827,NA,-0.17174,-0.13554,0.14869,0.8319,0,NA,NA,NA,0,0
"96",10806,1,2,1,1390.37333210011,1391.10349470004,1390.42424350011,1391.06958320003,1391.30337490002,1393.88734660007,1395.65442710009,1400.76411520003,1400.76442450006,1402.4097669,1403.95957600011,1402.40934930008,1403.95918550005,1405.19109360001,1405.21571730007,"cold",2.58397170004901,"Wrong","warm",38,38,38,32,32,1,4.77430555555556,8.24652777777778,0.260416666666667,1.56033000000753,1.48529650003184,1.15159210003912,0.173528842302879,5.10968809993938,1.92595735082735,16.768342550796,1,1,1,1,1,96,3,2,"low-tone",2,0.18,0.2,1,1,2,19,3,1,"UE",1,-0.81862,1,0,0.85288,1.238,0.17972,-1.5182,1,0.14742,0.97554,1.238,NA,0.14365,0.0024788,NA,0.14725,0.82028,0.37597,0,0.82028,0.6996,0,NA,0.85288,1.269,NA,0.6996,0.47711,0.18205,0.85288,0,0.00260416666666667,0.0477430555555556,0.0824652777777778,1,0
"97",10807,1,2,1,1407.15768960002,1407.91035660007,1407.2130778,1407.89341430005,1408.06023310008,1411.06030770007,1411.295636,1416.40575200005,NA,NA,NA,NA,NA,NA,1416.42231190007,"NaN",3.00007459998596,"Wrong","warm",38,38,38,32,32,0,NA,NA,NA,NA,NA,NA,0.127938940647977,5.1101160000544,1.64997493510779,10.9145972351562,0,0,0,0,0,97,2,2,"high-tone",1,0.18,0.2,1,1,2,20,3,1,"E",0,-1.0703,1,0,0.82246,1.2404,0.30606,-0.81862,1,0.21239,0.99653,1.2404,NA,0.14365,0.0024788,NA,0.14415,-0.30606,-0.1111,0,-0.30606,-0.25172,0,NA,0.82246,1.2448,NA,-0.25172,-0.13829,0.19863,0.82246,0,NA,NA,NA,0,NA
"98",10808,1,2,1,1418.08759950008,1418.78741240001,1418.14026980009,1418.7708511001,1418.9054861,1420.37545290007,1422.12372760009,1427.23288400006,NA,NA,NA,NA,NA,NA,1427.26722240006,"warm",1.46996680006851,"Right","warm",38,38,38,32,32,0,NA,NA,NA,NA,NA,NA,0.105796926184533,5.10915639996529,1.85467129030575,11.0342941902795,1,0,0,0,1,98,5,1,"high-tone",2,0.5,0.5,1,1,0,1,4,1,"N",0,-1.2787,1,0,0.81617,1.2429,0.25534,-1.0703,1,0.19014,0.9661,1.2429,NA,0.14365,0.0024788,NA,0.14869,-0.25534,-0.11023,0,-0.25534,-0.2084,0,NA,0.81617,1.2865,NA,-0.2084,-0.14182,0.17254,0.81617,0,NA,NA,NA,0,0
"99",10809,1,2,1,1429.13642560004,1429.84826450003,1429.18421870004,1429.83126910008,1430.03197180002,1431.74294540007,1433.51617940003,1438.62447730009,1438.62476680009,1439.9039724,1441.07999420003,1439.90338250005,1441.07935440005,1442.03192380001,1445.0715637001,"cold",1.71097360004205,"TGI","TGI",38,22,38,22,38,1,7.37847222222222,21.1805555555556,0.607638888888889,1.17972429993097,1.10246399999596,0.859157399972901,0.149295613809333,5.10829790006392,1.46212704307883,17.3972651431385,1,1,1,1,1,99,7,2,"high-tone",3,0.5,0.5,1,2,2,1010,4,1,"TGI",0.25836,-1.2452,1,0,0.82494,1.2454,0.21777,-1.2787,1,0.17034,0.95982,1.2454,NA,0.14365,0.0024788,NA,0.14966,0.040593,-0.13936,0,0.040593,0.033487,0,NA,0.82494,1.2975,NA,0.033487,-0.18082,0.1653,0.82494,0,0.00607638888888889,0.0737847222222222,0.211805555555556,0.258358662613981,1
"100",10810,1,2,1,1446.5524997001,1447.32166900008,1446.60827650002,1447.30504410004,1447.53542560001,1449.29522820003,1451.04005860002,1456.1502104,1456.1504996001,1458.46049650002,1459.85921790008,1458.46014730004,1459.85888690001,1461.33980210009,1461.35029600002,"warm",1.75980260001961,"Wrong","cold",32,32,22,22,32,1,7.89930555555556,0,0.954861111111111,2.23104250000324,1.31593180005439,1.38375889998861,0.19894525886999,5.11015179997776,1.97274055220211,16.770536852116,1,1,1,1,1,100,5,1,"low-tone",2,0.5,0.5,1,0,0,2,4,2,"N",0,-1.4306,1,0,0.82919,1.2479,0.22352,-1.2452,1,0.17356,0.96859,1.2479,NA,0.14365,0.0024788,NA,0.1483,-0.22352,-0.10845,0,-0.22352,-0.18534,0,NA,0.82919,1.2883,NA,-0.18534,-0.13972,0.15812,0.82919,0,0.00954861111111111,0.0789930555555556,0,0,1
"101",10811,1,2,1,1463.33806340001,1464.14535850007,1463.39820410009,1464.12923740002,1464.31225960003,1465.98275590001,1467.74607980007,1472.85724660009,NA,NA,NA,NA,NA,NA,1472.87404910009,"cold",1.67049629997928,"Right","cold",32,22,22,32,32,0,NA,NA,NA,NA,NA,NA,0.147728569347751,5.11116680002306,1.61075811525429,11.1467438153419,1,0,0,0,1,101,5,1,"high-tone",1,0.5,0.5,1,0,0,3,4,2,"N",1,-0.74882,1,0,0.84483,1.2504,0.19301,-1.4306,1,0.15575,0.97284,1.2504,NA,0.14365,0.0024788,NA,0.14766,0.80699,0.3462,0,0.80699,0.68177,0,NA,0.84483,1.2853,NA,0.68177,0.44496,0.18864,0.84483,0,NA,NA,NA,1,1
"102",10812,1,2,1,1474.4999386,1475.20677250007,1474.56066820002,1475.17119310005,1475.37303480005,1476.27124830009,1478.04173300008,1483.14829200006,1483.14856550004,1485.67295430007,1488.25831270008,1485.6725756001,1488.25798690005,1490.1783578,1490.20216750004,"cold",0.898213500040583,"TGI","TGI",38,22,38,22,38,1,10.9375,0,0,2.4840207999805,2.49162609991618,1.80185889999848,0.142411088735209,5.10655899997801,1.09134064321632,16.7935695432615,1,1,1,1,1,102,7,2,"high-tone",3,0.5,0.5,1,2,2,1011,4,2,"TGI",1,-0.1967,1,0,0.81324,1.2528,0.32108,-0.74882,1,0.21799,0.98847,1.2528,NA,0.14365,0.0024788,NA,0.14532,0.67892,0.13112,0,0.67892,0.55213,0,NA,0.81324,1.2674,NA,0.55213,0.16619,0.23662,0.81324,0,0,0.109375,0,1,1
"103",10813,1,2,1,1491.30831420003,1492.08040620002,1491.36899380002,1492.0484654,1492.21368470008,1495.2137337001,1495.44858100009,1500.55904610001,NA,NA,NA,NA,NA,NA,1500.57587450009,"NaN",3.00004900002386,"Wrong","cold",32,22,22,32,32,0,NA,NA,NA,NA,NA,NA,0.111818488348485,5.11046509991866,1.27146293278408,10.5390232328521,0,0,0,0,0,103,5,1,"low-tone",2,0.5,0.5,1,0,0,4,4,2,"N",0,-0.54558,1,0,0.7736,1.2553,0.45098,-0.1967,1,0.2476,0.95689,1.2553,NA,0.14365,0.0024788,NA,0.15012,-0.45098,-0.064339,0,-0.45098,-0.34888,0,NA,0.7736,1.3119,NA,-0.34888,-0.084405,0.2292,0.7736,0,NA,NA,NA,0,NA
"104",10814,1,2,1,1501.86241310008,1502.57467990008,1501.91193000006,1502.5426076001,1502.74162460002,1503.43156300008,1505.17772250006,1510.28255790006,1510.28283270006,1512.6342780001,1514.61894030008,1512.63388920005,1514.618625,1515.70025470003,1515.72046730004,"cold",0.689938400057144,"Wrong","warm",32,32,38,38,38,1,5.29513888888889,0,0,2.24822870001663,1.92832049995195,0.960620300029404,0.143389244574871,5.1048354000086,1.00192242865007,14.8599766286046,1,1,1,1,1,104,5,1,"low-tone",1,0.5,0.5,1,1,0,5,4,2,"N",1,-0.066858,1,0,0.75614,1.2578,0.36689,-0.54558,1,0.23228,0.91725,1.2578,NA,0.14365,0.0024788,NA,0.1566,0.63311,0.074211,0,0.63311,0.47872,0,NA,0.75614,1.3713,NA,0.47872,0.10176,0.22527,0.75614,0,0,0.0529513888888889,0,1,0
"105",10815,1,2,1,1516.73768710007,1517.49895250006,1516.78690060007,1517.48248820007,1517.64875760011,1518.93521360005,1520.68291550002,1525.79154150002,1525.79183160001,1527.58630300011,1529.12402050011,1527.58591240004,1529.12363540009,1531.09831790009,1531.10907010001,"warm",1.28645599994343,"Wrong","cold",32,22,22,32,32,1,5.29513888888889,4.6875,0,1.69679389998782,1.48778209998272,1.87983470002655,0.136050241333882,5.1086260000011,1.93745376096441,16.3088367608968,1,1,1,1,1,105,5,1,"high-tone",1,0.5,0.5,1,0,0,6,4,2,"N",1,0.31277,1,0,0.7347,1.2603,0.48329,-0.066858,1,0.24972,0.89979,1.2603,NA,0.14365,0.0024788,NA,0.15964,0.51671,-0.023303,0,0.51671,0.37963,0,NA,0.7347,1.4006,NA,0.37963,-0.032639,0.22316,0.7347,0,0,0.0529513888888889,0.046875,1,0
"106",10816,1,2,1,1533.0616437,1533.80738180003,1533.1094363,1533.77321380004,1534.0071685001,1536.06311010011,1537.81277760002,1542.91746190004,NA,NA,NA,NA,NA,NA,1542.95213410002,"cold",2.05594160000328,"Wrong","warm",32,38,38,38,32,0,NA,NA,NA,NA,NA,NA,0.17372061056433,5.1046843000222,1.96252362695996,11.8530140269828,1,0,0,0,1,106,5,1,"low-tone",1,0.5,0.5,1,1,0,7,4,2,"N",1,0.61833,1,0,0.72334,1.2627,0.57756,0.31277,1,0.24398,0.87835,1.2627,NA,0.14365,0.0024788,NA,0.16354,0.42244,-0.070181,-1.1102e-16,0.42244,0.30557,0,NA,0.72334,1.4376,NA,0.30557,-0.10089,0.20642,0.72334,0,NA,NA,NA,1,0
"107",10817,1,2,1,1544.9332625001,1545.64979670011,1544.98598600004,1545.63372310007,1545.80104430008,1547.31924830005,1549.08559660008,1554.19135970005,1554.19163040002,1555.80995390005,1556.98032780003,1555.80957220006,1556.97979080002,1558.09230780008,1561.12720490003,"warm",1.51820399996359,"TGI","TGI",38,22,38,22,38,1,3.29861111111111,8.42013888888889,0.260416666666667,1.55222489999142,1.08641780004837,0.978945200098678,0.112186660699084,5.10576309997123,1.68563304122113,17.8795754411495,1,1,1,1,1,107,6,1,"low-tone",3,0.5,0.5,1,2,0,1012,4,2,"TGI",0.71852,0.66807,1,0,0.72413,1.2652,0.64984,0.61833,1,0.22755,0.86698,1.2652,NA,0.14365,0.0024788,NA,0.16568,0.068679,-0.16192,0,0.068679,0.049732,0,NA,0.72413,1.4593,NA,0.049732,-0.2363,0.19549,0.72413,0,0.00260416666666667,0.0329861111111111,0.0842013888888889,0.718518518518519,1
"108",10818,1,2,1,1562.83162910002,1563.62326670007,1562.89402190002,1563.60707810009,1563.79042660003,1565.46307970001,1567.20892410004,1572.31917300005,1572.31945340009,1574.99332030001,1577.1242943001,1574.99300880008,1577.12357280008,1577.90721190011,1577.91790680005,"warm",1.67265309998766,"Right","warm",32,32,38,38,38,1,0,10.9375,0,2.49285220005549,2.01781929994468,0.703589500044473,0.146168308390203,5.11024890001863,1.18100951514263,16.2672872151719,1,1,1,1,1,108,5,1,"high-tone",2,0.5,0.5,1,1,0,8,4,3,"N",0,0.18779,1,0,0.72651,1.2677,0.66107,0.66807,1,0.22406,0.86777,1.2677,NA,0.14365,0.0024788,NA,0.16553,-0.66107,0.10303,0,-0.66107,-0.48028,0,NA,0.72651,1.4609,NA,-0.48028,0.15052,0.20896,0.72651,0,0,0,0.109375,0,0
"109",10819,1,2,1,1579.11339520011,1579.88072540006,1579.16852600011,1579.86456020002,1580.06465050008,1580.5107475,1582.26670190005,1587.37807410001,NA,NA,NA,NA,NA,NA,1587.39367860008,"warm",0.446096999919973,"Right","warm",32,38,38,38,32,0,NA,NA,NA,NA,NA,NA,0.162849085828468,5.11137219995726,1.28425610903628,9.56453950901028,1,0,0,0,1,109,2,2,"high-tone",1,0.18,0.166666667,1,1,2,1,5,3,"E",0,-0.20362,1,0,0.71581,1.2702,0.54681,0.18779,1,0.24781,0.87016,1.2702,NA,0.14365,0.0024788,NA,0.16508,-0.54681,-0.0013211,0,-0.54681,-0.39141,0,NA,0.71581,1.4597,NA,-0.39141,-0.0019285,0.21711,0.71581,0,NA,NA,NA,0,0
"110",10820,1,2,1,1588.69400880008,1589.39205340005,1588.74575710006,1589.37582680001,1589.53799670003,1590.0072753001,1591.7784983,1596.88891750004,NA,NA,NA,NA,NA,NA,1596.90487880004,"warm",0.4692786000669,"Right","warm",38,38,38,32,32,0,NA,NA,NA,NA,NA,NA,0.126735201885574,5.11041920003481,1.11025910150017,9.32112910145185,1,0,0,0,1,110,2,2,"high-tone",1,0.18,0.166666667,1,1,2,2,5,3,"E",0,-0.52204,1,0,0.70874,1.2727,0.44927,-0.20362,1,0.24743,0.85945,1.2727,NA,0.14365,0.0024788,NA,0.16714,-0.44927,-0.057393,0,-0.44927,-0.31842,0,NA,0.70874,1.4808,NA,-0.31842,-0.084986,0.20649,0.70874,0,NA,NA,NA,0,0
